municipio;codEstacao;uf;nomeEstacao;latitude;longitude;offset;datahora;sensor;valorMedida
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 13:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 14:00:00.0;nível;8.55;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 14:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 15:00:00.0;nível;8.54;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 15:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 16:00:00.0;nível;8.52;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 16:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 17:00:00.0;nível;8.46;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 17:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 18:00:00.0;nível;8.44;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 18:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 19:00:00.0;nível;8.44;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 19:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 20:00:00.0;nível;8.44;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 20:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 21:00:00.0;nível;8.45;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 21:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 22:00:00.0;nível;8.43;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 22:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 23:00:00.0;nível;8.36;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-18 23:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 00:00:00.0;nível;8.26;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 00:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 01:00:00.0;nível;8.17;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 01:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 02:00:00.0;nível;8.15;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 02:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 03:00:00.0;nível;8.17;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 03:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 04:00:00.0;nível;8.22;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 04:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 05:00:00.0;nível;8.26;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 05:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 06:00:00.0;nível;8.31;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 06:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 07:00:00.0;nível;8.35;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 07:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 08:00:00.0;nível;8.39;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 08:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 09:00:00.0;nível;8.42;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 09:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 10:00:00.0;nível;8.45;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 10:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 10:50:00.0;chuva;0.20;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 11:00:00.0;nível;8.48;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 11:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 12:00:00.0;nível;8.50;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 12:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 13:00:00.0;nível;8.53;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 13:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 14:00:00.0;nível;8.55;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 14:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 15:00:00.0;nível;8.57;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 15:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 16:00:00.0;nível;8.58;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 16:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 17:00:00.0;nível;8.61;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 17:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 18:00:00.0;nível;8.62;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 18:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 19:00:00.0;nível;8.64;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 19:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 20:00:00.0;nível;8.66;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 20:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 21:00:00.0;nível;8.67;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 21:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 22:00:00.0;nível;8.69;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 22:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 23:00:00.0;nível;8.70;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-19 23:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 00:00:00.0;nível;8.71;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 00:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 01:00:00.0;nível;8.72;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 01:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 02:00:00.0;nível;8.73;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 02:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 03:00:00.0;nível;8.74;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 03:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 04:00:00.0;nível;8.75;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 04:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 05:00:00.0;nível;8.76;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 05:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 06:00:00.0;nível;8.76;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 06:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 07:00:00.0;nível;8.77;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 07:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 08:00:00.0;nível;8.78;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 08:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 09:00:00.0;nível;8.79;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 09:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 10:00:00.0;nível;8.80;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 10:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 11:00:00.0;nível;8.80;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 11:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 12:00:00.0;nível;8.81;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 12:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 13:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 13:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 14:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 14:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 15:00:00.0;nível;8.83;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 15:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 16:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 16:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 17:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 17:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 18:00:00.0;nível;8.85;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 18:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 19:00:00.0;nível;8.85;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 19:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 20:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 20:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 21:00:00.0;nível;8.80;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 21:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 22:00:00.0;nível;8.78;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 22:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 23:00:00.0;nível;8.80;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-20 23:10:00.0;chuva;0.20;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 00:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 00:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 01:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 01:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 02:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 02:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 03:00:00.0;nível;8.85;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 03:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 04:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 04:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 05:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 05:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 06:00:00.0;nível;8.83;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 06:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 07:00:00.0;nível;8.83;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 07:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 08:00:00.0;nível;8.83;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 08:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 09:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 09:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 10:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 10:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 11:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 11:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 12:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 12:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 13:00:00.0;nível;8.81;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 13:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 14:00:00.0;nível;8.80;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 14:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 15:00:00.0;nível;8.79;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 15:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 16:00:00.0;nível;8.79;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 16:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 17:00:00.0;nível;8.80;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 17:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 18:00:00.0;nível;8.81;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 18:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 19:00:00.0;nível;8.81;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 19:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 20:00:00.0;nível;8.82;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 20:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 21:00:00.0;nível;8.83;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 21:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 22:00:00.0;nível;8.84;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 22:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 23:00:00.0;nível;8.85;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-21 23:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 00:00:00.0;nível;8.86;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 00:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 01:00:00.0;nível;8.87;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 01:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 02:00:00.0;nível;8.88;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 02:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 03:00:00.0;nível;8.88;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 03:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 04:00:00.0;nível;8.89;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 04:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 05:00:00.0;nível;8.90;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 05:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 06:00:00.0;nível;8.91;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 06:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 07:00:00.0;nível;8.92;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 07:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 08:00:00.0;nível;8.92;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 08:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 09:00:00.0;nível;8.93;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 09:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 10:00:00.0;nível;8.94;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 10:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 11:00:00.0;nível;8.94;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 11:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 12:00:00.0;nível;8.95;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 12:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 13:00:00.0;nível;8.95;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 13:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 14:00:00.0;nível;8.95;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 14:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 15:00:00.0;nível;8.96;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 15:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 15:50:00.0;chuva;0.20;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 16:00:00.0;nível;8.96;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 16:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 17:00:00.0;nível;8.96;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 17:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 18:00:00.0;nível;8.97;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 18:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 19:00:00.0;nível;8.97;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 19:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 20:00:00.0;nível;8.97;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 20:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 21:00:00.0;nível;8.98;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 21:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 22:00:00.0;nível;8.98;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 22:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 23:00:00.0;nível;8.99;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-22 23:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-23 00:00:00.0;nível;8.99;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-23 00:10:00.0;chuva;0.00;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-23 01:00:00.0;nível;8.99;
CAÇADOR;420300616H;SC;Rio do peixe;-51.00976;-26.77092;10.07;2019-01-23 01:10:00.0;chuva;0.00;
