municipio;codEstacao;uf;nomeEstacao;latitude;longitude;offset;datahora;sensor;valorMedida
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 04:54:00.0;nível;2.71;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 04:56:00.0;nível;7.45;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 04:58:00.0;nível;3.16;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 04:59:00.0;nível;10.28;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:00:00.0;nível;10.83;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:02:00.0;nível;1.09;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:03:00.0;nível;6.03;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:04:00.0;nível;6.03;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:05:00.0;nível;15.05;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:06:00.0;nível;28.37;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:07:00.0;nível;30.77;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:10:00.0;nível;30.85;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:12:00.0;nível;22.20;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:13:00.0;nível;11.90;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:14:00.0;nível;24.93;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:15:00.0;nível;27.65;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:16:00.0;nível;27.65;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:17:00.0;nível;24.82;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:18:00.0;nível;32.58;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:19:00.0;nível;33.24;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:20:00.0;chuva;0.20;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:20:00.0;nível;32.57;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:21:00.0;nível;30.71;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:22:00.0;nível;30.47;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:23:00.0;nível;30.77;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:24:00.0;nível;31.01;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:26:00.0;nível;31.25;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:28:00.0;nível;32.48;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:30:00.0;nível;30.60;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:31:00.0;nível;27.28;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:32:00.0;nível;17.50;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:34:00.0;nível;24.74;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:36:00.0;nível;33.33;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:37:00.0;nível;33.53;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:39:00.0;nível;17.99;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:41:00.0;nível;34.75;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:42:00.0;nível;26.87;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:43:00.0;nível;26.27;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:44:00.0;nível;28.77;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:46:00.0;nível;32.75;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:47:00.0;nível;30.62;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:49:00.0;nível;32.12;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:50:00.0;nível;32.04;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:52:00.0;nível;32.27;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:53:00.0;nível;27.58;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:55:00.0;nível;32.48;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:57:00.0;nível;29.72;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 05:59:00.0;nível;28.57;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:00:00.0;nível;24.41;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:02:00.0;nível;20.86;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:04:00.0;nível;12.07;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:05:00.0;nível;26.17;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:07:00.0;nível;26.91;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:08:00.0;nível;23.37;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:10:00.0;nível;32.24;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:11:00.0;nível;30.44;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:15:00.0;nível;22.62;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:16:00.0;nível;23.87;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:17:00.0;nível;27.93;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:19:00.0;nível;30.26;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:20:00.0;nível;31.69;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:22:00.0;nível;31.10;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:24:00.0;nível;31.27;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:25:00.0;nível;30.66;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:26:00.0;nível;10.22;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:28:00.0;nível;14.63;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:30:00.0;nível;22.60;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:31:00.0;nível;18.93;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:32:00.0;nível;18.93;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:33:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:35:00.0;nível;0.55;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:36:00.0;nível;4.02;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:37:00.0;nível;4.02;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:38:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:39:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:41:00.0;nível;12.57;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:44:00.0;nível;9.63;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:46:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 06:51:00.0;nível;9.56;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 07:00:00.0;nível;6.74;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 07:06:00.0;nível;33.20;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 07:07:00.0;nível;20.30;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 07:08:00.0;nível;20.30;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 07:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 08:00:00.0;nível;6.85;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 08:01:00.0;nível;6.85;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 08:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 08:23:00.0;nível;28.33;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 08:55:00.0;nível;29.03;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 09:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 09:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 10:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 10:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 10:39:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 11:00:00.0;nível;27.59;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 11:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 12:00:00.0;nível;27.59;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 12:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 12:30:00.0;nível;27.59;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 13:00:00.0;nível;0.34;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 13:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 14:00:00.0;nível;0.34;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 14:08:00.0;nível;0.34;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 14:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 15:00:00.0;nível;34.43;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 15:01:00.0;nível;34.43;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 15:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 16:00:00.0;nível;0.34;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 16:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 17:00:00.0;nível;0.34;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 17:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 17:18:00.0;nível;0.34;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 18:00:00.0;nível;25.51;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 18:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 18:31:00.0;nível;22.91;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:10:00.0;chuva;0.20;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:12:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:13:00.0;nível;24.94;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:14:00.0;nível;24.94;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:15:00.0;nível;8.33;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:16:00.0;nível;9.94;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:18:00.0;nível;2.57;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:20:00.0;chuva;0.40;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:21:00.0;nível;17.57;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 19:30:00.0;nível;20.96;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:00:00.0;nível;21.17;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:05:00.0;nível;19.35;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:06:00.0;nível;7.50;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:07:00.0;nível;5.73;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:08:00.0;nível;18.41;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:10:00.0;chuva;0.40;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:10:00.0;nível;13.29;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:12:00.0;nível;33.95;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:13:00.0;nível;22.81;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:14:00.0;nível;23.43;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:15:00.0;nível;24.14;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:16:00.0;nível;24.14;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:17:00.0;nível;33.13;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:19:00.0;nível;32.05;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:20:00.0;chuva;0.40;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:21:00.0;nível;24.79;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:23:00.0;nível;13.47;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:24:00.0;nível;19.03;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:25:00.0;nível;19.03;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:27:00.0;nível;32.60;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:28:00.0;nível;31.71;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:30:00.0;nível;10.65;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:32:00.0;nível;32.52;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:37:00.0;nível;31.13;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:40:00.0;chuva;0.20;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:44:00.0;nível;33.57;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:45:00.0;nível;26.87;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:47:00.0;nível;15.11;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:48:00.0;nível;15.11;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:49:00.0;nível;19.50;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:50:00.0;chuva;0.60;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:50:00.0;nível;17.96;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:53:00.0;nível;13.60;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:54:00.0;nível;7.96;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:55:00.0;nível;7.01;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:58:00.0;nível;5.13;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 20:59:00.0;nível;5.57;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:00:00.0;chuva;0.20;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:00:00.0;nível;5.44;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:01:00.0;nível;5.35;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:03:00.0;nível;20.97;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:04:00.0;nível;29.11;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:05:00.0;nível;24.80;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:20:00.0;chuva;0.20;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 21:24:00.0;nível;17.69;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 22:00:00.0;nível;17.98;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 22:05:00.0;nível;16.75;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 22:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 23:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-19 23:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 00:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 00:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 01:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 01:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 02:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 02:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 03:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 03:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 04:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 04:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 05:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 05:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 06:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 06:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 07:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 07:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 08:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 08:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 09:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 09:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 10:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 10:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 11:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 11:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 12:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 12:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 13:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 13:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 14:00:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 14:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 14:20:00.0;nível;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 15:00:00.0;nível;3.04;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 15:10:00.0;chuva;0.00;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 15:42:00.0;nível;3.04;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 16:00:00.0;nível;7.31;
CAMBORIÚ;420320417H;SC;Rio Picarras;-48.6524;-27.0184;8.03;2019-01-20 16:10:00.0;chuva;0.00;
